
loading dataset ...
len(hyper) of ntire2022 dataset:897
len(bgr) of ntire2022 dataset:897
Saving to ./exp/restormer/2025_01_22_13_49_19
 Iter[064000], Epoch[000064], learning rate : 0.000178478, Train MRAE: 0.282678962, Test MRAE: 0.201003045, Test RMSE: 0.030155122, Test PSNR: 32.647106171 
[iter:64020/300000],lr=0.000178465,train_losses.avg=0.282648891
[iter:64040/300000],lr=0.000178452,train_losses.avg=0.282621264
[iter:64060/300000],lr=0.000178439,train_losses.avg=0.282592297
[iter:64080/300000],lr=0.000178426,train_losses.avg=0.282568336
[iter:64100/300000],lr=0.000178413,train_losses.avg=0.282545954
[iter:64120/300000],lr=0.000178400,train_losses.avg=0.282519609
[iter:64140/300000],lr=0.000178387,train_losses.avg=0.282488674
[iter:64160/300000],lr=0.000178374,train_losses.avg=0.282457024
[iter:64180/300000],lr=0.000178362,train_losses.avg=0.282433152
[iter:64200/300000],lr=0.000178349,train_losses.avg=0.282400072
[iter:64220/300000],lr=0.000178336,train_losses.avg=0.282371134
[iter:64240/300000],lr=0.000178323,train_losses.avg=0.282332480
[iter:64260/300000],lr=0.000178310,train_losses.avg=0.282299489
[iter:64280/300000],lr=0.000178297,train_losses.avg=0.282265902
[iter:64300/300000],lr=0.000178284,train_losses.avg=0.282233953
[iter:64320/300000],lr=0.000178271,train_losses.avg=0.282204986
[iter:64340/300000],lr=0.000178258,train_losses.avg=0.282174021
[iter:64360/300000],lr=0.000178245,train_losses.avg=0.282143056
[iter:64380/300000],lr=0.000178232,train_losses.avg=0.282117784
[iter:64400/300000],lr=0.000178219,train_losses.avg=0.282084823
[iter:64420/300000],lr=0.000178206,train_losses.avg=0.282055914
[iter:64440/300000],lr=0.000178193,train_losses.avg=0.282032371
[iter:64460/300000],lr=0.000178180,train_losses.avg=0.282008916
[iter:64480/300000],lr=0.000178167,train_losses.avg=0.281982034
[iter:64500/300000],lr=0.000178153,train_losses.avg=0.281950444
[iter:64520/300000],lr=0.000178140,train_losses.avg=0.281921476
[iter:64540/300000],lr=0.000178127,train_losses.avg=0.281895965
[iter:64560/300000],lr=0.000178114,train_losses.avg=0.281864315
[iter:64580/300000],lr=0.000178101,train_losses.avg=0.281833649
[iter:64600/300000],lr=0.000178088,train_losses.avg=0.281806171
[iter:64620/300000],lr=0.000178075,train_losses.avg=0.281775773
[iter:64640/300000],lr=0.000178062,train_losses.avg=0.281745136
[iter:64660/300000],lr=0.000178049,train_losses.avg=0.281719416
[iter:64680/300000],lr=0.000178036,train_losses.avg=0.281692535
[iter:64700/300000],lr=0.000178023,train_losses.avg=0.281667322
[iter:64720/300000],lr=0.000178010,train_losses.avg=0.281638831
[iter:64740/300000],lr=0.000177997,train_losses.avg=0.281606913
[iter:64760/300000],lr=0.000177984,train_losses.avg=0.281579077
[iter:64780/300000],lr=0.000177971,train_losses.avg=0.281554490
[iter:64800/300000],lr=0.000177958,train_losses.avg=0.281528831
[iter:64820/300000],lr=0.000177945,train_losses.avg=0.281500041
[iter:64840/300000],lr=0.000177931,train_losses.avg=0.281475008
[iter:64860/300000],lr=0.000177918,train_losses.avg=0.281442612
[iter:64880/300000],lr=0.000177905,train_losses.avg=0.281415433
[iter:64900/300000],lr=0.000177892,train_losses.avg=0.281384945
[iter:64920/300000],lr=0.000177879,train_losses.avg=0.281357169
[iter:64940/300000],lr=0.000177866,train_losses.avg=0.281334937
[iter:64960/300000],lr=0.000177853,train_losses.avg=0.281303972
[iter:64980/300000],lr=0.000177840,train_losses.avg=0.281272471
[iter:65000/300000],lr=0.000177827,train_losses.avg=0.281238079
MRAE:0.22318489849567413, RMSE: 0.03396846354007721, PNSR:31.357234954833984
Saving to ./exp/restormer/2025_01_22_13_49_19
 Iter[065000], Epoch[000065], learning rate : 0.000177827, Train MRAE: 0.281238079, Test MRAE: 0.223184898, Test RMSE: 0.033968464, Test PSNR: 31.357234955 
[iter:65020/300000],lr=0.000177814,train_losses.avg=0.281214952
[iter:65040/300000],lr=0.000177800,train_losses.avg=0.281193256
[iter:65060/300000],lr=0.000177787,train_losses.avg=0.281163931
[iter:65080/300000],lr=0.000177774,train_losses.avg=0.281145662
[iter:65100/300000],lr=0.000177761,train_losses.avg=0.281119674
[iter:65120/300000],lr=0.000177748,train_losses.avg=0.281096071
[iter:65140/300000],lr=0.000177735,train_losses.avg=0.281069189
[iter:65160/300000],lr=0.000177722,train_losses.avg=0.281042755
[iter:65180/300000],lr=0.000177709,train_losses.avg=0.281022489
[iter:65200/300000],lr=0.000177695,train_losses.avg=0.280990124
[iter:65220/300000],lr=0.000177682,train_losses.avg=0.280957848
[iter:65240/300000],lr=0.000177669,train_losses.avg=0.280928075
[iter:65260/300000],lr=0.000177656,train_losses.avg=0.280896991
[iter:65280/300000],lr=0.000177643,train_losses.avg=0.280872196
[iter:65300/300000],lr=0.000177630,train_losses.avg=0.280849785
[iter:65320/300000],lr=0.000177616,train_losses.avg=0.280826807
[iter:65340/300000],lr=0.000177603,train_losses.avg=0.280801266
[iter:65360/300000],lr=0.000177590,train_losses.avg=0.280764699
[iter:65380/300000],lr=0.000177577,train_losses.avg=0.280741692
[iter:65400/300000],lr=0.000177564,train_losses.avg=0.280711234
[iter:65420/300000],lr=0.000177551,train_losses.avg=0.280678451
[iter:65440/300000],lr=0.000177537,train_losses.avg=0.280647010
[iter:65460/300000],lr=0.000177524,train_losses.avg=0.280621737
[iter:65480/300000],lr=0.000177511,train_losses.avg=0.280599564
[iter:65500/300000],lr=0.000177498,train_losses.avg=0.280574650
[iter:65520/300000],lr=0.000177485,train_losses.avg=0.280541629
[iter:65540/300000],lr=0.000177471,train_losses.avg=0.280512631
[iter:65560/300000],lr=0.000177458,train_losses.avg=0.280484676
[iter:65580/300000],lr=0.000177445,train_losses.avg=0.280452400
[iter:65600/300000],lr=0.000177432,train_losses.avg=0.280424893
[iter:65620/300000],lr=0.000177419,train_losses.avg=0.280400127
[iter:65640/300000],lr=0.000177405,train_losses.avg=0.280379832
[iter:65660/300000],lr=0.000177392,train_losses.avg=0.280350864
[iter:65680/300000],lr=0.000177379,train_losses.avg=0.280318975
[iter:65700/300000],lr=0.000177366,train_losses.avg=0.280287236
[iter:65720/300000],lr=0.000177352,train_losses.avg=0.280254602
[iter:65740/300000],lr=0.000177339,train_losses.avg=0.280228972
[iter:65760/300000],lr=0.000177326,train_losses.avg=0.280195355
[iter:65780/300000],lr=0.000177313,train_losses.avg=0.280166984
[iter:65800/300000],lr=0.000177299,train_losses.avg=0.280145139
[iter:65820/300000],lr=0.000177286,train_losses.avg=0.280117959
[iter:65840/300000],lr=0.000177273,train_losses.avg=0.280088812
[iter:65860/300000],lr=0.000177260,train_losses.avg=0.280062318
[iter:65880/300000],lr=0.000177246,train_losses.avg=0.280041307
[iter:65900/300000],lr=0.000177233,train_losses.avg=0.280012339
[iter:65920/300000],lr=0.000177220,train_losses.avg=0.279976964
[iter:65940/300000],lr=0.000177207,train_losses.avg=0.279946864
[iter:65960/300000],lr=0.000177193,train_losses.avg=0.279917985
[iter:65980/300000],lr=0.000177180,train_losses.avg=0.279894203
[iter:66000/300000],lr=0.000177167,train_losses.avg=0.279859990
MRAE:0.21878108382225037, RMSE: 0.032016508281230927, PNSR:31.98342514038086
 Iter[066000], Epoch[000066], learning rate : 0.000177167, Train MRAE: 0.279859990, Test MRAE: 0.218781084, Test RMSE: 0.032016508, Test PSNR: 31.983425140 
[iter:66020/300000],lr=0.000177153,train_losses.avg=0.279826343
[iter:66040/300000],lr=0.000177140,train_losses.avg=0.279803634
[iter:66060/300000],lr=0.000177127,train_losses.avg=0.279777288
[iter:66080/300000],lr=0.000177114,train_losses.avg=0.279759645
[iter:66100/300000],lr=0.000177100,train_losses.avg=0.279731452
[iter:66120/300000],lr=0.000177087,train_losses.avg=0.279702574
[iter:66140/300000],lr=0.000177074,train_losses.avg=0.279673487
[iter:66160/300000],lr=0.000177060,train_losses.avg=0.279643476
[iter:66180/300000],lr=0.000177047,train_losses.avg=0.279614627
[iter:66200/300000],lr=0.000177034,train_losses.avg=0.279582858
[iter:66220/300000],lr=0.000177020,train_losses.avg=0.279554665
[iter:66240/300000],lr=0.000177007,train_losses.avg=0.279531181
[iter:66260/300000],lr=0.000176994,train_losses.avg=0.279499918
[iter:66280/300000],lr=0.000176980,train_losses.avg=0.279471308
[iter:66300/300000],lr=0.000176967,train_losses.avg=0.279440761
[iter:66320/300000],lr=0.000176954,train_losses.avg=0.279413164
[iter:66340/300000],lr=0.000176940,train_losses.avg=0.279387176
[iter:66360/300000],lr=0.000176927,train_losses.avg=0.279361099
[iter:66380/300000],lr=0.000176914,train_losses.avg=0.279335022
[iter:66400/300000],lr=0.000176900,train_losses.avg=0.279306620
[iter:66420/300000],lr=0.000176887,train_losses.avg=0.279278785
[iter:66440/300000],lr=0.000176874,train_losses.avg=0.279254287
[iter:66460/300000],lr=0.000176860,train_losses.avg=0.279225767
[iter:66480/300000],lr=0.000176847,train_losses.avg=0.279202431
[iter:66500/300000],lr=0.000176834,train_losses.avg=0.279181063
[iter:66520/300000],lr=0.000176820,train_losses.avg=0.279152244
[iter:66540/300000],lr=0.000176807,train_losses.avg=0.279119819
[iter:66560/300000],lr=0.000176793,train_losses.avg=0.279090166
[iter:66580/300000],lr=0.000176780,train_losses.avg=0.279064685
[iter:66600/300000],lr=0.000176767,train_losses.avg=0.279036433
[iter:66620/300000],lr=0.000176753,train_losses.avg=0.279009312
[iter:66640/300000],lr=0.000176740,train_losses.avg=0.278979897
[iter:66660/300000],lr=0.000176727,train_losses.avg=0.278959990
[iter:66680/300000],lr=0.000176713,train_losses.avg=0.278940320
[iter:66700/300000],lr=0.000176700,train_losses.avg=0.278917074
[iter:66720/300000],lr=0.000176686,train_losses.avg=0.278892279
[iter:66740/300000],lr=0.000176673,train_losses.avg=0.278869212
[iter:66760/300000],lr=0.000176660,train_losses.avg=0.278842866
[iter:66780/300000],lr=0.000176646,train_losses.avg=0.278819859
[iter:66800/300000],lr=0.000176633,train_losses.avg=0.278792650
[iter:66820/300000],lr=0.000176619,train_losses.avg=0.278763831
[iter:66840/300000],lr=0.000176606,train_losses.avg=0.278739303
[iter:66860/300000],lr=0.000176592,train_losses.avg=0.278708339
[iter:66880/300000],lr=0.000176579,train_losses.avg=0.278683245
[iter:66900/300000],lr=0.000176566,train_losses.avg=0.278653592
[iter:66920/300000],lr=0.000176552,train_losses.avg=0.278626412
[iter:66940/300000],lr=0.000176539,train_losses.avg=0.278595984
[iter:66960/300000],lr=0.000176525,train_losses.avg=0.278582096
[iter:66980/300000],lr=0.000176512,train_losses.avg=0.278561175
[iter:67000/300000],lr=0.000176498,train_losses.avg=0.278533459
MRAE:0.2276007980108261, RMSE: 0.032328687608242035, PNSR:31.64798355102539
 Iter[067000], Epoch[000067], learning rate : 0.000176498, Train MRAE: 0.278533459, Test MRAE: 0.227600798, Test RMSE: 0.032328688, Test PSNR: 31.647983551 
[iter:67020/300000],lr=0.000176485,train_losses.avg=0.278508872
[iter:67040/300000],lr=0.000176471,train_losses.avg=0.278482735
[iter:67060/300000],lr=0.000176458,train_losses.avg=0.278452903
[iter:67080/300000],lr=0.000176445,train_losses.avg=0.278420806
[iter:67100/300000],lr=0.000176431,train_losses.avg=0.278398365
[iter:67120/300000],lr=0.000176418,train_losses.avg=0.278375030
[iter:67140/300000],lr=0.000176404,train_losses.avg=0.278343081
[iter:67160/300000],lr=0.000176391,train_losses.avg=0.278314948
[iter:67180/300000],lr=0.000176377,train_losses.avg=0.278288126
[iter:67200/300000],lr=0.000176364,train_losses.avg=0.278255045
[iter:67220/300000],lr=0.000176350,train_losses.avg=0.278228194
[iter:67240/300000],lr=0.000176337,train_losses.avg=0.278198659
[iter:67260/300000],lr=0.000176323,train_losses.avg=0.278167844
[iter:67280/300000],lr=0.000176310,train_losses.avg=0.278136581
[iter:67300/300000],lr=0.000176296,train_losses.avg=0.278108150
[iter:67320/300000],lr=0.000176283,train_losses.avg=0.278076559
[iter:67340/300000],lr=0.000176269,train_losses.avg=0.278049201
[iter:67360/300000],lr=0.000176256,train_losses.avg=0.278022468
[iter:67380/300000],lr=0.000176242,train_losses.avg=0.277995944
[iter:67400/300000],lr=0.000176229,train_losses.avg=0.277970552
[iter:67420/300000],lr=0.000176215,train_losses.avg=0.277944267
[iter:67440/300000],lr=0.000176202,train_losses.avg=0.277917981
[iter:67460/300000],lr=0.000176188,train_losses.avg=0.277890384
[iter:67480/300000],lr=0.000176175,train_losses.avg=0.277866483
[iter:67500/300000],lr=0.000176161,train_losses.avg=0.277843177
[iter:67520/300000],lr=0.000176148,train_losses.avg=0.277812868
[iter:67540/300000],lr=0.000176134,train_losses.avg=0.277782142
[iter:67560/300000],lr=0.000176120,train_losses.avg=0.277758062
[iter:67580/300000],lr=0.000176107,train_losses.avg=0.277733117
[iter:67600/300000],lr=0.000176093,train_losses.avg=0.277714312
[iter:67620/300000],lr=0.000176080,train_losses.avg=0.277682602
[iter:67640/300000],lr=0.000176066,train_losses.avg=0.277661234
[iter:67660/300000],lr=0.000176053,train_losses.avg=0.277635098
[iter:67680/300000],lr=0.000176039,train_losses.avg=0.277611405
[iter:67700/300000],lr=0.000176026,train_losses.avg=0.277582198
[iter:67720/300000],lr=0.000176012,train_losses.avg=0.277559131
[iter:67740/300000],lr=0.000175998,train_losses.avg=0.277535796
[iter:67760/300000],lr=0.000175985,train_losses.avg=0.277501583
[iter:67780/300000],lr=0.000175971,train_losses.avg=0.277474821
[iter:67800/300000],lr=0.000175958,train_losses.avg=0.277446896
[iter:67820/300000],lr=0.000175944,train_losses.avg=0.277418315
[iter:67840/300000],lr=0.000175931,train_losses.avg=0.277388304
[iter:67860/300000],lr=0.000175917,train_losses.avg=0.277363449
[iter:67880/300000],lr=0.000175903,train_losses.avg=0.277338952
[iter:67900/300000],lr=0.000175890,train_losses.avg=0.277308613
[iter:67920/300000],lr=0.000175876,train_losses.avg=0.277285665
[iter:67940/300000],lr=0.000175863,train_losses.avg=0.277259529
[iter:67960/300000],lr=0.000175849,train_losses.avg=0.277238995
[iter:67980/300000],lr=0.000175835,train_losses.avg=0.277215928
[iter:68000/300000],lr=0.000175822,train_losses.avg=0.277188778
MRAE:0.18787582218647003, RMSE: 0.029447993263602257, PNSR:32.833580017089844
Saving to ./exp/restormer/2025_01_22_13_49_19
 Iter[068000], Epoch[000068], learning rate : 0.000175822, Train MRAE: 0.277188778, Test MRAE: 0.187875822, Test RMSE: 0.029447993, Test PSNR: 32.833580017 
[iter:68020/300000],lr=0.000175808,train_losses.avg=0.277162522
[iter:68040/300000],lr=0.000175794,train_losses.avg=0.277135372
[iter:68060/300000],lr=0.000175781,train_losses.avg=0.277101487
[iter:68080/300000],lr=0.000175767,train_losses.avg=0.277074695
[iter:68100/300000],lr=0.000175754,train_losses.avg=0.277045578
[iter:68120/300000],lr=0.000175740,train_losses.avg=0.277014852
[iter:68140/300000],lr=0.000175726,train_losses.avg=0.276993752
[iter:68160/300000],lr=0.000175713,train_losses.avg=0.276968926
[iter:68180/300000],lr=0.000175699,train_losses.avg=0.276944727
[iter:68200/300000],lr=0.000175685,train_losses.avg=0.276919097
[iter:68220/300000],lr=0.000175672,train_losses.avg=0.276890844
[iter:68240/300000],lr=0.000175658,train_losses.avg=0.276863784
[iter:68260/300000],lr=0.000175644,train_losses.avg=0.276836008
[iter:68280/300000],lr=0.000175631,train_losses.avg=0.276811510
[iter:68300/300000],lr=0.000175617,train_losses.avg=0.276782125
[iter:68320/300000],lr=0.000175603,train_losses.avg=0.276752979
[iter:68340/300000],lr=0.000175590,train_losses.avg=0.276728004
[iter:68360/300000],lr=0.000175576,train_losses.avg=0.276699841
[iter:68380/300000],lr=0.000175562,train_losses.avg=0.276670426
[iter:68400/300000],lr=0.000175549,train_losses.avg=0.276642203
[iter:68420/300000],lr=0.000175535,train_losses.avg=0.276616037
[iter:68440/300000],lr=0.000175521,train_losses.avg=0.276585132
[iter:68460/300000],lr=0.000175508,train_losses.avg=0.276561201
[iter:68480/300000],lr=0.000175494,train_losses.avg=0.276538610
[iter:68500/300000],lr=0.000175480,train_losses.avg=0.276513964
[iter:68520/300000],lr=0.000175467,train_losses.avg=0.276481926
[iter:68540/300000],lr=0.000175453,train_losses.avg=0.276449978
[iter:68560/300000],lr=0.000175439,train_losses.avg=0.276423484
[iter:68580/300000],lr=0.000175425,train_losses.avg=0.276389837
[iter:68600/300000],lr=0.000175412,train_losses.avg=0.276367158
[iter:68620/300000],lr=0.000175398,train_losses.avg=0.276344061
[iter:68640/300000],lr=0.000175384,train_losses.avg=0.276314408
[iter:68660/300000],lr=0.000175371,train_losses.avg=0.276286542
[iter:68680/300000],lr=0.000175357,train_losses.avg=0.276260614
[iter:68700/300000],lr=0.000175343,train_losses.avg=0.276237935
[iter:68720/300000],lr=0.000175329,train_losses.avg=0.276212871
[iter:68740/300000],lr=0.000175316,train_losses.avg=0.276181430
[iter:68760/300000],lr=0.000175302,train_losses.avg=0.276155025
[iter:68780/300000],lr=0.000175288,train_losses.avg=0.276126206
[iter:68800/300000],lr=0.000175274,train_losses.avg=0.276099592
[iter:68820/300000],lr=0.000175261,train_losses.avg=0.276072800
[iter:68840/300000],lr=0.000175247,train_losses.avg=0.276045501
[iter:68860/300000],lr=0.000175233,train_losses.avg=0.276019633
[iter:68880/300000],lr=0.000175219,train_losses.avg=0.275998652
[iter:68900/300000],lr=0.000175206,train_losses.avg=0.275975257
[iter:68920/300000],lr=0.000175192,train_losses.avg=0.275949359
[iter:68940/300000],lr=0.000175178,train_losses.avg=0.275929570
[iter:68960/300000],lr=0.000175164,train_losses.avg=0.275903612
[iter:68980/300000],lr=0.000175151,train_losses.avg=0.275876015
[iter:69000/300000],lr=0.000175137,train_losses.avg=0.275854707
MRAE:0.1925458461046219, RMSE: 0.028253108263015747, PNSR:32.975242614746094
Saving to ./exp/restormer/2025_01_22_13_49_19
 Iter[069000], Epoch[000069], learning rate : 0.000175137, Train MRAE: 0.275854707, Test MRAE: 0.192545846, Test RMSE: 0.028253108, Test PSNR: 32.975242615 
[iter:69020/300000],lr=0.000175123,train_losses.avg=0.275827348
[iter:69040/300000],lr=0.000175109,train_losses.avg=0.275799960
[iter:69060/300000],lr=0.000175095,train_losses.avg=0.275769711
[iter:69080/300000],lr=0.000175082,train_losses.avg=0.275741249
[iter:69100/300000],lr=0.000175068,train_losses.avg=0.275711834
[iter:69120/300000],lr=0.000175054,train_losses.avg=0.275687307
[iter:69140/300000],lr=0.000175040,train_losses.avg=0.275663733
[iter:69160/300000],lr=0.000175026,train_losses.avg=0.275636792
[iter:69180/300000],lr=0.000175013,train_losses.avg=0.275618196
[iter:69200/300000],lr=0.000174999,train_losses.avg=0.275589973
[iter:69220/300000],lr=0.000174985,train_losses.avg=0.275559247
[iter:69240/300000],lr=0.000174971,train_losses.avg=0.275529236
[iter:69260/300000],lr=0.000174957,train_losses.avg=0.275507361
[iter:69280/300000],lr=0.000174943,train_losses.avg=0.275482178
[iter:69300/300000],lr=0.000174930,train_losses.avg=0.275458753
[iter:69320/300000],lr=0.000174916,train_losses.avg=0.275432825
[iter:69340/300000],lr=0.000174902,train_losses.avg=0.275405675
[iter:69360/300000],lr=0.000174888,train_losses.avg=0.275378436
[iter:69380/300000],lr=0.000174874,train_losses.avg=0.275349736
[iter:69400/300000],lr=0.000174860,train_losses.avg=0.275318295
[iter:69420/300000],lr=0.000174847,train_losses.avg=0.275301129
[iter:69440/300000],lr=0.000174833,train_losses.avg=0.275281131
[iter:69460/300000],lr=0.000174819,train_losses.avg=0.275266141
[iter:69480/300000],lr=0.000174805,train_losses.avg=0.275237322
[iter:69500/300000],lr=0.000174791,train_losses.avg=0.275216192
[iter:69520/300000],lr=0.000174777,train_losses.avg=0.275191844
[iter:69540/300000],lr=0.000174763,train_losses.avg=0.275163561
[iter:69560/300000],lr=0.000174750,train_losses.avg=0.275136918
[iter:69580/300000],lr=0.000174736,train_losses.avg=0.275107533
[iter:69600/300000],lr=0.000174722,train_losses.avg=0.275083065
[iter:69620/300000],lr=0.000174708,train_losses.avg=0.275056303
[iter:69640/300000],lr=0.000174694,train_losses.avg=0.275029629
[iter:69660/300000],lr=0.000174680,train_losses.avg=0.275003523
[iter:69680/300000],lr=0.000174666,train_losses.avg=0.274975121
[iter:69700/300000],lr=0.000174652,train_losses.avg=0.274949223
[iter:69720/300000],lr=0.000174639,train_losses.avg=0.274923265
[iter:69740/300000],lr=0.000174625,train_losses.avg=0.274898857
[iter:69760/300000],lr=0.000174611,train_losses.avg=0.274871320
[iter:69780/300000],lr=0.000174597,train_losses.avg=0.274842441
[iter:69800/300000],lr=0.000174583,train_losses.avg=0.274814308
[iter:69820/300000],lr=0.000174569,train_losses.avg=0.274786770
[iter:69840/300000],lr=0.000174555,train_losses.avg=0.274758816
[iter:69860/300000],lr=0.000174541,train_losses.avg=0.274731517
[iter:69880/300000],lr=0.000174527,train_losses.avg=0.274707466
[iter:69900/300000],lr=0.000174513,train_losses.avg=0.274683595
[iter:69920/300000],lr=0.000174499,train_losses.avg=0.274658233
[iter:69940/300000],lr=0.000174485,train_losses.avg=0.274631739
[iter:69960/300000],lr=0.000174471,train_losses.avg=0.274602979
[iter:69980/300000],lr=0.000174458,train_losses.avg=0.274583489
[iter:70000/300000],lr=0.000174444,train_losses.avg=0.274556488
MRAE:0.19706058502197266, RMSE: 0.029155544936656952, PNSR:32.69047927856445
Saving to ./exp/restormer/2025_01_22_13_49_19
 Iter[070000], Epoch[000070], learning rate : 0.000174444, Train MRAE: 0.274556488, Test MRAE: 0.197060585, Test RMSE: 0.029155545, Test PSNR: 32.690479279 
[iter:70020/300000],lr=0.000174430,train_losses.avg=0.274534822
[iter:70040/300000],lr=0.000174416,train_losses.avg=0.274511218
[iter:70060/300000],lr=0.000174402,train_losses.avg=0.274487555
[iter:70080/300000],lr=0.000174388,train_losses.avg=0.274460524
[iter:70100/300000],lr=0.000174374,train_losses.avg=0.274432063
[iter:70120/300000],lr=0.000174360,train_losses.avg=0.274409503
[iter:70140/300000],lr=0.000174346,train_losses.avg=0.274384052
[iter:70160/300000],lr=0.000174332,train_losses.avg=0.274360090
[iter:70180/300000],lr=0.000174318,train_losses.avg=0.274335295
[iter:70200/300000],lr=0.000174304,train_losses.avg=0.274311990
[iter:70220/300000],lr=0.000174290,train_losses.avg=0.274278969
[iter:70240/300000],lr=0.000174276,train_losses.avg=0.274252802
[iter:70260/300000],lr=0.000174262,train_losses.avg=0.274225324
[iter:70280/300000],lr=0.000174248,train_losses.avg=0.274198323
[iter:70300/300000],lr=0.000174234,train_losses.avg=0.274172008
[iter:70320/300000],lr=0.000174220,train_losses.avg=0.274147928
[iter:70340/300000],lr=0.000174206,train_losses.avg=0.274118453
[iter:70360/300000],lr=0.000174192,train_losses.avg=0.274096519
[iter:70380/300000],lr=0.000174178,train_losses.avg=0.274071395
[iter:70400/300000],lr=0.000174164,train_losses.avg=0.274049193
[iter:70420/300000],lr=0.000174150,train_losses.avg=0.274021983
[iter:70440/300000],lr=0.000174136,train_losses.avg=0.273996234
[iter:70460/300000],lr=0.000174122,train_losses.avg=0.273969531
[iter:70480/300000],lr=0.000174108,train_losses.avg=0.273939788
[iter:70500/300000],lr=0.000174094,train_losses.avg=0.273914307
[iter:70520/300000],lr=0.000174080,train_losses.avg=0.273888439
[iter:70540/300000],lr=0.000174066,train_losses.avg=0.273869514
[iter:70560/300000],lr=0.000174052,train_losses.avg=0.273846895
[iter:70580/300000],lr=0.000174038,train_losses.avg=0.273815691
[iter:70600/300000],lr=0.000174024,train_losses.avg=0.273787022
[iter:70620/300000],lr=0.000174010,train_losses.avg=0.273760438
[iter:70640/300000],lr=0.000173996,train_losses.avg=0.273728907
[iter:70660/300000],lr=0.000173982,train_losses.avg=0.273699313
[iter:70680/300000],lr=0.000173968,train_losses.avg=0.273672611
[iter:70700/300000],lr=0.000173954,train_losses.avg=0.273641258
[iter:70720/300000],lr=0.000173940,train_losses.avg=0.273616284
[iter:70740/300000],lr=0.000173925,train_losses.avg=0.273589492
[iter:70760/300000],lr=0.000173911,train_losses.avg=0.273564041
[iter:70780/300000],lr=0.000173897,train_losses.avg=0.273536652
[iter:70800/300000],lr=0.000173883,train_losses.avg=0.273508996
[iter:70820/300000],lr=0.000173869,train_losses.avg=0.273481846
[iter:70840/300000],lr=0.000173855,train_losses.avg=0.273452967
[iter:70860/300000],lr=0.000173841,train_losses.avg=0.273424327
[iter:70880/300000],lr=0.000173827,train_losses.avg=0.273397684
[iter:70900/300000],lr=0.000173813,train_losses.avg=0.273371458
[iter:70920/300000],lr=0.000173799,train_losses.avg=0.273345917
[iter:70940/300000],lr=0.000173785,train_losses.avg=0.273322701
[iter:70960/300000],lr=0.000173771,train_losses.avg=0.273294598
[iter:70980/300000],lr=0.000173756,train_losses.avg=0.273269266
[iter:71000/300000],lr=0.000173742,train_losses.avg=0.273240596
MRAE:0.20439322292804718, RMSE: 0.02993469499051571, PNSR:32.3731575012207
 Iter[071000], Epoch[000071], learning rate : 0.000173742, Train MRAE: 0.273240596, Test MRAE: 0.204393223, Test RMSE: 0.029934695, Test PSNR: 32.373157501 
[iter:71020/300000],lr=0.000173728,train_losses.avg=0.273216546
[iter:71040/300000],lr=0.000173714,train_losses.avg=0.273188144
[iter:71060/300000],lr=0.000173700,train_losses.avg=0.273159415
[iter:71080/300000],lr=0.000173686,train_losses.avg=0.273136646
[iter:71100/300000],lr=0.000173672,train_losses.avg=0.273112327
[iter:71120/300000],lr=0.000173658,train_losses.avg=0.273087263
[iter:71140/300000],lr=0.000173644,train_losses.avg=0.273061812
[iter:71160/300000],lr=0.000173629,train_losses.avg=0.273034126
[iter:71180/300000],lr=0.000173615,train_losses.avg=0.273006946
[iter:71200/300000],lr=0.000173601,train_losses.avg=0.272982389
[iter:71220/300000],lr=0.000173587,train_losses.avg=0.272959471
[iter:71240/300000],lr=0.000173573,train_losses.avg=0.272932440
[iter:71260/300000],lr=0.000173559,train_losses.avg=0.272902727
[iter:71280/300000],lr=0.000173545,train_losses.avg=0.272877544
[iter:71300/300000],lr=0.000173530,train_losses.avg=0.272853374
[iter:71320/300000],lr=0.000173516,train_losses.avg=0.272826314
[iter:71340/300000],lr=0.000173502,train_losses.avg=0.272799641
[iter:71360/300000],lr=0.000173488,train_losses.avg=0.272771448
[iter:71380/300000],lr=0.000173474,train_losses.avg=0.272748500
[iter:71400/300000],lr=0.000173460,train_losses.avg=0.272721022
[iter:71420/300000],lr=0.000173445,train_losses.avg=0.272690624
[iter:71440/300000],lr=0.000173431,train_losses.avg=0.272671103
[iter:71460/300000],lr=0.000173417,train_losses.avg=0.272650957
[iter:71480/300000],lr=0.000173403,train_losses.avg=0.272626430
[iter:71500/300000],lr=0.000173389,train_losses.avg=0.272602260
[iter:71520/300000],lr=0.000173375,train_losses.avg=0.272579998
[iter:71540/300000],lr=0.000173360,train_losses.avg=0.272556216
[iter:71560/300000],lr=0.000173346,train_losses.avg=0.272538751
[iter:71580/300000],lr=0.000173332,train_losses.avg=0.272512019
[iter:71600/300000],lr=0.000173318,train_losses.avg=0.272488058
[iter:71620/300000],lr=0.000173304,train_losses.avg=0.272462368
[iter:71640/300000],lr=0.000173289,train_losses.avg=0.272435397
[iter:71660/300000],lr=0.000173275,train_losses.avg=0.272408724
[iter:71680/300000],lr=0.000173261,train_losses.avg=0.272376776
[iter:71700/300000],lr=0.000173247,train_losses.avg=0.272352040
[iter:71720/300000],lr=0.000173232,train_losses.avg=0.272330046
[iter:71740/300000],lr=0.000173218,train_losses.avg=0.272306859
[iter:71760/300000],lr=0.000173204,train_losses.avg=0.272281021
[iter:71780/300000],lr=0.000173190,train_losses.avg=0.272260487
